id,symbol,avg_diff|float,p_val|float,_hprdClass,_expr,_geneLists,gene.firstpart,gene.secondpart,identifier,UCSC_converted
SNX5,SNX5,0.263235,0.000514108,Transport/cargo protein,"BrainSpLMD|27131;Eurexp|euxassay_011463|clavicle, cortex, epithelium, exoccipital bone, floor plate, fundus region, hindgut, incisor, lobe, lung, mandible, marginal layer, maxilla, midgut, molar, naris, oesophagus, olfactory, orbito-sphenoid, pancreas, pharyngo-tympanic tube, roof, stomach, submandibular gland primordium, temporal bone, thymus primordium, thyroid, trachea, urethra, ventricular layer, vertebral axis muscle system, vibrissa",OMIM|605937,SNX5,,,SNX5
ARHGAP21,ARHGAP21,0.262847,1.51e-08,GTPase activating protein,"BrainSpLMD|57584;Eurexp|euxassay_007662|dorsal root ganglion, glossopharyngeal IX, mantle layer, neural retina, trigeminal V, ventral grey horn",OMIM|609870,ARHGAP21,,,ARHGAP21
RP13.383K5.4,RP13.383K5.4,0.262139,5.26e-07,"","","",RP13,383K5,4,RP13-383K5
HELLS,HELLS,0.261516,2.62e-08,DNA binding protein,BrainSpLMD|3070,"OMIM|603946;HPO|3070|Abnormality of chromosome stability, Abnormality of neutrophils, Anemia, Autosomal recessive inheritance, Cellular immunodeficiency, Communicating hydrocephalus, Congenital onset, Decreased antibody level in blood, Depressed nasal bridge, Epicanthus, Global developmental delay, Hypertelorism, Intellectual disability, Lymphopenia, Macrocephaly, Malabsorption, Micrognathia, Recurrent infections, Recurrent respiratory infections, Short stature",HELLS,,,HELLS
HAT1,HAT1,0.261351,4.01e-11,Enzyme: Acyltransferase,"BrainSpLMD|8520;Eurexp|euxassay_015562|brain, cerebral cortex, diencephalon, forebrain, hindbrain, liver, lung, medullary region, midbrain, optic II, optic stalk, telencephalon, testis, thymus primordium",OMIM|603053,HAT1,,,HAT1
PREPL,PREPL,0.26058,4.95e-05,Serine protease,"BrainSpLMD|9581;Eurexp|euxassay_004469|bladder, brain, cervical, cervico-thoracic, diaphragm, dorsal root ganglion, facial VII, glossopharyngeal IX, retina, spinal cord, thoracic, tongue, trigeminal V, vertebral axis muscle system, vestibulocochlear VIII","OMIM|609557;HPO|9581|Autosomal recessive inheritance, Congenital onset, Cystinuria, Decreased fetal movement, Depressed nasal bridge, Dolichocephaly, Epicanthus, Failure to thrive, Fatigue, Feeding difficulties, Frontal bossing, Generalized hypotonia, Global developmental delay, Growth delay, Growth hormone deficiency, Hypocalcemia, Hypogonadism, Intellectual disability, moderate, Lactic acidosis, Long eyelashes, Low-set, posteriorly rotated ears, Mitochondrial respiratory chain defects, Motor delay, Muscular hypotonia, Nasal speech, Nephrolithiasis, Polyphagia, Ptosis, Retrognathia, Seizures, Short stature, Tented upper lip vermilion",PREPL,,,PREPL
TRAF3IP2.AS1,TRAF3IP2.AS1,0.259982,0.000768309,"","","",TRAF3IP2,AS1,,TRAF3IP2.AS1
ARPP19,ARPP19,0.258754,0.000378736,Unclassified,BrainSpLMD|10776,OMIM|605487,ARPP19,,,ARPP19
RPLP1,RPLP1,0.258705,1.25e-07,Ribosomal subunit,"",OMIM|180520,RPLP1,,,RPLP1
CCT3,CCT3,0.258704,4.47e-06,Chaperone,BrainSpLMD|7203,OMIM|600114,CCT3,,,CCT3
MVD,MVD,0.256108,0.009226892,Enzyme: Decarboxylase,BrainSpLMD|4597,"OMIM|603236;HPO|4597|Autosomal dominant inheritance, Cutaneous photosensitivity, Porokeratosis",MVD,,,MVD
EIF2S2P4,EIF2S2P4,0.255524,0.003214616,"","","",EIF2S2P4,,,EIF2S2P4
HIAT1,HIAT1,0.255139,5.42e-07,"","","",HIAT1,,,HIAT1
CENPV,CENPV,0.254386,0.006094845,DNA binding protein,BrainSpLMD|201161,OMIM|608139,CENPV,,,CENPV
ECI2,ECI2,0.254314,2.58e-05,Enzyme: Isomerase;Unclassified,BrainSpLMD|10455,OMIM|608024,ECI2,,,ECI2
RFC5,RFC5,0.254213,0.002319722,DNA binding protein,BrainSpLMD|5985,OMIM|600407,RFC5,,,RFC5
PRKAG2,PRKAG2,0.253811,0.001207199,Serine/threonine kinase,BrainSpLMD|51422,"OMIM|602743;HPO|51422|Ascites, Asymmetric septal hypertrophy, Atrial fibrillation, Atrioventricular block, Autosomal dominant inheritance, Autosomal recessive inheritance, Biventricular hypertrophy, Cardiomegaly, Cardiomyopathy, Congestive heart failure, Cyanosis, Heterogeneous, Hypertrophic cardiomyopathy, Hypotension, Left bundle branch block, Neonatal hypoglycemia, Palpitations, Paroxysmal atrial fibrillation, Paroxysmal supraventricular tachycardia, Prolonged QRS complex, Pulmonary edema, Shortened PR interval, Sinus bradycardia, Stroke, Sudden cardiac death, Ventricular preexcitation, Ventricular preexcitation with multiple accessory pathways, Wolff-Parkinson-White syndrome",PRKAG2,,,PRKAG2
ZBTB21,ZBTB21,0.253216,6.17e-06,Transcription regulatory protein,BrainSpLMD|49854,OMIM|616485,ZBTB21,,,ZBTB21
IRF2BP2,IRF2BP2,0.253096,7.52e-12,Transcription regulatory protein,BrainSpLMD|359948,OMIM|615332,IRF2BP2,,,IRF2BP2
NPM1P27,NPM1P27,0.253007,3.41e-07,"","","",NPM1P27,,,NPM1P27
PSMB6,PSMB6,0.252087,0.001058378,Ubiquitin proteasome system protein,BrainSpLMD|5694,OMIM|600307,PSMB6,,,PSMB6
RPS6,RPS6,0.252023,5.56e-06,Ribosomal subunit,BrainSpLMD|6194,OMIM|180460,RPS6,,,RPS6
NRD1,NRD1,0.251852,0.000432121,"","","",NRD1,,,NRD1
CHMP1B,CHMP1B,0.251188,0.00122127,Transport/cargo protein,BrainSpLMD|57132,OMIM|606486,CHMP1B,,,CHMP1B
MT.ND6,MT.ND6,0.250569,0.000114541,"","","",MT,ND6,,MT.ND6
ESPL1,ESPL1,2.60556,0,Cysteine protease,BrainSpLMD|9700,OMIM|604143,ESPL1,,,ESPL1
KIF18B,KIF18B,2.58822,0,Unclassified,"",OMIM|614570,KIF18B,,,KIF18B
BUB1B,BUB1B,2.42852,0,Serine/threonine kinase,"BrainSpLMD|701;Eurexp|euxassay_018755|cortex, ear, hindgut, incisor, lobe, lung, mandible, marginal layer, maxilla, midgut, molar, neural retina, oesophagus, olfactory, orbito-sphenoid, pancreas, rectum, stomach, submandibular gland primordium, testis, thymus primordium, thyroid, trachea, ventricular layer, vertebral axis muscle system, vibrissa, vomeronasal organ, wall","OMIM|602860;COSMIC||rhabdomyosarcoma;HPO|701|Abnormality of vision, Agenesis of corpus callosum, Ambiguous genitalia, Anteverted nares, Ascites, Autosomal recessive inheritance, Bifid scrotum, Brachycephaly, Cataract, Cerebellar hypoplasia, Cerebral hypoplasia, Cleft palate, Combined immunodeficiency, Corneal opacity, Cryptorchidism, Dandy-Walker malformation, Depressed nasal bridge, Epicanthus, Feeding difficulties in infancy, Generalized hypotonia, Generalized myoclonic seizures, Generalized tonic-clonic seizures, Glaucoma, Global developmental delay, Hereditary nonpolyposis colorectal carcinoma, High forehead, Hydrocephalus, Hypertelorism, Hypodysplasia of the corpus callosum, Hypospadias, Increased nuchal translucency, Intellectual disability, Intellectual disability, profound, Intrauterine growth retardation, Leukemia, Long philtrum, Low-set ears, Malar flattening, Microcephaly, Micrognathia, Micropenis, Microphthalmia, Midface retrusion, Muscular dystrophy, Neoplasm of the stomach, Nephroblastoma, Nystagmus, Oligohydramnios, Phenotypic variability, Polyhydramnios, Posteriorly rotated ears, Postnatal growth retardation, Premature chromatid separation, Renal cell carcinoma, Renal cyst, Rhabdomyosarcoma, Severe global developmental delay, Short neck, Short nose, Short stature, Short sternum, Small for gestational age, Transitional cell carcinoma of the bladder, Triangular face, Triangular mouth, Upslanted palpebral fissure, Uterine leiomyosarcoma, Ventriculomegaly, Wide nose",BUB1B,,,BUB1B
KIF23,KIF23,2.40219,0,Motor protein,"BrainSpLMD|9493;Eurexp|euxassay_006188|incisor, lung, mantle layer, marginal layer, olfactory, submandibular gland primordium, thymus primordium, thyroid, ventricular layer","OMIM|605064;HPO|9493|Abnormal cellular phenotype, Abnormal proerythroblast morphology, Anemia, Anisocytosis, Fatigue, Hyperbilirubinemia, Increased mean corpuscular volume, Increased serum iron, Increased total iron binding capacity, Poikilocytosis",KIF23,,,KIF23
ASF1B,ASF1B,2.39045,0,Chaperone,"BrainSpLMD|55723;Eurexp|euxassay_001590|basisphenoid bone, exoccipital bone, lobe, marginal layer, neural retina, orbito-sphenoid, otic capsule, submandibular gland primordium, temporal bone, thymus primordium, ventricular layer, vibrissa",OMIM|609190,ASF1B,,,ASF1B
E2F8,E2F8,2.38265,0,Transcription factor,BrainSpLMD|79733;BrainSpMouseDev|73120,OMIM|612047,E2F8,,,E2F8
TACC3,TACC3,2.37575,0,Cell cycle control protein,"BrainSpLMD|10460;Eurexp|euxassay_003324|marginal layer, nucleus pulposus, optic chiasma, optic stalk, submandibular gland primordium, ventral grey horn, ventricular layer",OMIM|605303,TACC3,,,TACC3
LINC00669,LINC00669,2.36173,0,"","","",LINC00669,,,LINC00669
KIF15,KIF15,2.3056,0,Cell cycle control protein,BrainSpLMD|56992,OMIM|617569,KIF15,,,KIF15
AURKA,AURKA,2.29271,0,Serine/threonine kinase,"BrainSpLMD|6790;Eurexp|euxassay_018753|orbito-sphenoid, submandibular gland primordium, thymus primordium, ventricular layer",OMIM|603072,AURKA,,,AURKA
ECT2,ECT2,2.29177,0,Guanine nucleotide exchange factor,"BrainSpLMD|1894;Eurexp|euxassay_018792|marginal layer, ventricular layer",OMIM|600586,ECT2,,,ECT2
CDK1,CDK1,2.28448,0,Serine/threonine kinase,BrainSpLMD|983,OMIM|116940,CDK1,,,CDK1
KIF4A,KIF4A,2.25209,0,DNA binding protein,"BrainSpLMD|24137;Eurexp|euxassay_017959|Meckel's cartilage, chondrocranium, incisor, nasal capsule","OMIM|300521;HPO|24137|Abnormal facial shape, Intellectual disability, Poor speech, Seizures, X-linked recessive inheritance",KIF4A,,,KIF4A
CDC25C,CDC25C,2.24051,0,Dual specificity phosphatase,BrainSpLMD|995,OMIM|157680,CDC25C,,,CDC25C
NDC80,NDC80,2.2351,0,Cell cycle control protein,BrainSpLMD|10403;Eurexp|euxassay_006923|embryo,OMIM|607272,NDC80,,,NDC80
IQGAP3,IQGAP3,2.21955,0,GTPase activating protein,BrainSpLMD|128239,"SFARI||Autism, 4 - Minimal evidence",IQGAP3,,,IQGAP3
ESCO2,ESCO2,2.2071,0,Unclassified,"","OMIM|609353;HPO|157570|Abnormality of cardiovascular system morphology, Abnormality of the metacarpal bones, Absent earlobe, Absent radius, Accessory spleen, Ankle contracture, Aortic valve stenosis, Aplasia of the ulna, Aplasia/Hypoplasia of the thumb, Atrial septal defect, Autosomal recessive inheritance, Bicornuate uterus, Biliary tract abnormality, Blue sclerae, Bowing of the long bones, Brachycephaly, Brachydactyly, Cafe-au-lait spot, Cataract, Cleft eyelid, Cleft palate, Cleft upper lip, Clinodactyly, Clinodactyly of the 5th finger, Clitoral hypertrophy, Complete duplication of thumb phalanx, Cranial nerve paralysis, Craniosynostosis, Cryptorchidism, Cystic hygroma, Downslanted palpebral fissures, Elbow flexion contracture, Enlarged labia minora, External ear malformation, Fair hair, Frontal encephalocele, Global developmental delay, Hand oligodactyly, High palate, Hip contracture, Horseshoe kidney, Hydrocephalus, Hypertelorism, Hypoplasia of the radius, Hypospadias, Intellectual disability, Intrauterine growth retardation, Knee flexion contracture, Long penis, Low-set ears, Malar flattening, Mesomelic arm shortening, Microcephaly, Micrognathia, Microphthalmia, Midface capillary hemangioma, Narrow naris, Opacification of the corneal stroma, Patent ductus arteriosus, Phocomelia, Polycystic kidney dysplasia, Polyhydramnios, Posteriorly rotated ears, Postnatal growth retardation, Premature birth, Premature separation of centromeric heterochromatin, Proptosis, Proximal placement of thumb, Radial deviation of finger, Radioulnar synostosis, Seizures, Severe intrauterine growth retardation, Shallow orbits, Short neck, Short stature, Short thumb, Sparse hair, Syndactyly, Talipes equinovalgus, Tetraphocomelia, Underdeveloped nasal alae, Underdeveloped supraorbital ridges, Ventricular septal defect, Wide nasal bridge, Wormian bones, Wrist flexion contracture",ESCO2,,,ESCO2
NCAPH,NCAPH,2.20098,0,Cell cycle control protein,BrainSpLMD|23397;Eurexp|euxassay_002558|ventricular layer,OMIM|602332,NCAPH,,,NCAPH
ARHGAP19,ARHGAP19,2.18195,0,GTPase activating protein,BrainSpLMD|84986,OMIM|611587,ARHGAP19,,,ARHGAP19
HJURP,HJURP,2.17896,0,Unclassified,BrainSpLMD|55355,OMIM|612667,HJURP,,,HJURP
CDCA5,CDCA5,2.17501,0,Unclassified,BrainSpLMD|113130,OMIM|609374,CDCA5,,,CDCA5
KIF24,KIF24,2.17324,0,Motor protein,BrainSpLMD|347240,OMIM|613747,KIF24,,,KIF24
TOP2A,TOP2A,2.17311,0,Enzyme: Topoisomerase,BrainSpLMD|7153,"OMIM|126430;HPO|7153|Elevated urinary catecholamines, Neoplasm of the nervous system",TOP2A,,,TOP2A
TPX2,TPX2,2.15937,0,Cell cycle control protein,BrainSpLMD|22974,OMIM|605917,TPX2,,,TPX2
ITGA2,ITGA2,2.14379,0,Cell surface receptor,BrainSpLMD|3673;Eurexp|euxassay_009582|medulla,"OMIM|192974;HPO|3673|Autosomal dominant inheritance, Bruising susceptibility, Congenital onset, Thrombocytopenia",ITGA2,,,ITGA2
SAMD4A,SAMD4A,2.13595,0,Unclassified,BrainSpLMD|23034,OMIM|610747,SAMD4A,,,SAMD4A
DIAPH3,DIAPH3,2.12993,0,Unclassified,"BrainSpLMD|81624;Eurexp|euxassay_012699|incisor, molar, pituitary, submandibular gland primordium, ventricular layer, vibrissa","SFARI||Autism, 5 - Hypothesized but untested;OMIM|614567;HPO|81624|Abnormal auditory evoked potentials, Abnormal speech discrimination, Absence of acoustic reflex, Autosomal dominant inheritance, Sensorineural hearing impairment",DIAPH3,,,DIAPH3
CENPI,CENPI,2.12862,0,Unclassified,BrainSpLMD|2491,OMIM|300065,CENPI,,,CENPI
AURKB,AURKB,2.11285,0,Serine/threonine kinase,BrainSpLMD|9212,OMIM|604970,AURKB,,,AURKB
KIF20A,KIF20A,2.10731,0,Motor protein,BrainSpLMD|10112;Eurexp|euxassay_004675|ventricular layer,OMIM|605664,KIF20A,,,KIF20A
NUF2,NUF2,2.09844,0,Cytoskeletal associated protein;Cell cycle control protein,BrainSpLMD|83540,OMIM|611772,NUF2,,,NUF2
KIF11,KIF11,2.09822,0,Motor protein,BrainSpLMD|3832,"OMIM|148760;HPO|3832|Abnormal toenail morphology, Abnormality of retinal pigmentation, Anteverted nares, Attention deficit hyperactivity disorder, Autosomal dominant inheritance, Broad nasal tip, Chorioretinal dysplasia, Cortical gyral simplification, Deep philtrum, Depressed nasal bridge, Downslanted palpebral fissures, Epicanthus, Flat occiput, Global developmental delay, Intellectual disability, Intellectual disability, mild, Leukonychia, Long philtrum, Lymphedema, Mandibular prognathia, Melanonychia, Microcephaly, Muscular hypotonia, Myopia, Protruding ear, Sloping forehead, Specific learning disability, Thick lower lip vermilion, Thin upper lip vermilion",KIF11,,,KIF11
SGOL1,SGOL1,2.09142,0,"","","",SGOL1,,,SGOL1
BUB1,BUB1,2.08802,0,Serine/threonine kinase,"BrainSpLMD|699;Eurexp|euxassay_018012|3rd ventricle, 4th ventricle, adrenal gland, cochlea, cochlear duct, cortex, foregut-midgut junction, incisor, liver, liver and biliary system, loop, lung, metanephros, midgut, molar, naris, pancreas, penis, retina, rib, submandibular gland primordium, testis, thymus primordium, tongue, turbinate bones, ventricular layer, vibrissa","OMIM|602452;HPO|699|Abnormality of vision, Ascites, Cataract, Corneal opacity, Dandy-Walker malformation, Epicanthus, Glaucoma, Global developmental delay, Increased nuchal translucency, Intellectual disability, Microcephaly, Micrognathia, Microphthalmia, Muscular dystrophy, Polyhydramnios, Short stature, Triangular face",BUB1,,,BUB1
CENPE,CENPE,2.07846,0,DNA binding protein,BrainSpLMD|1062,"OMIM|117143;HPO|1062|Abnormality of dental enamel, Absent earlobe, Autosomal recessive inheritance, Cachexia, Cerebellar hypoplasia, Clinodactyly of the 5th finger, Cognitive impairment, Cone-shaped epiphysis, Convex nasal ridge, Cortical gyral simplification, Craniosynostosis, Delayed skeletal maturation, Downslanted palpebral fissures, Glaucoma, Hip dysplasia, Intellectual disability, Intrauterine growth retardation, Joint hyperflexibility, Metaphyseal sclerosis, Microcephaly, Micrognathia, Mild global developmental delay, Narrow face, Partial agenesis of the corpus callosum, Prematurely aged appearance, Prominent nose, Reduced number of teeth, Round face, Sandal gap, Seizures, Short foot, Short stature, Sloping forehead, Small hand, Sparse scalp hair",CENPE,,,CENPE
KIF2C,KIF2C,2.07638,0,Motor protein,"BrainSpLMD|11004;Eurexp|euxassay_003601|4th ventricle, bladder, forebrain, hindbrain, hindlimb, incisor, limb, liver, lung, metanephros, midbrain, midgut, molar, oesophagus, olfactory, orbito-sphenoid, pancreas, penis, pharyngo-tympanic tube, respiratory, retina, spinal cord, submandibular gland primordium, testis, thymus primordium, thyroid, tongue, ventricular layer, vertebral axis muscle system, vibrissa",OMIM|604538,KIF2C,,,KIF2C
SHCBP1,SHCBP1,2.07322,0,Unclassified,"BrainSpLMD|79801;Eurexp|euxassay_006012|submandibular gland primordium, ventricular layer",OMIM|611027,SHCBP1,,,SHCBP1
PLK1,PLK1,2.06562,0,Serine/threonine kinase,BrainSpLMD|5347,OMIM|602098,PLK1,,,PLK1
MELK,MELK,2.05734,0,Serine/threonine kinase,"BrainSpLMD|9833;Eurexp|euxassay_018584|4th ventricle, choroid plexus, clavicle, cortex, dorsal root ganglion, facial VII, fundus region, glossopharyngeal IX, hindgut, incisor, left, loop, lumen, mandible, mantle layer, maxilla, metanephros, midgut, molar, naris, olfactory, orbito-sphenoid, pancreas, rectum, renal/urinary system, respiratory, right, stomach, submandibular gland primordium, testis, thymus primordium, trigeminal V, urethra, vagus X, ventral grey horn, ventricular layer, vertebral axis muscle system, vibrissa, vomeronasal organ",OMIM|607025,MELK,,,MELK
SGOL2,SGOL2,2.05464,0,"","","",SGOL2,,,SGOL2
GTSE1,GTSE1,2.05296,0,Unclassified,BrainSpLMD|51512,OMIM|607477,GTSE1,,,GTSE1
CENPN,CENPN,2.0385,0,Unclassified,BrainSpLMD|55839,OMIM|611509,CENPN,,,CENPN
PBK,PBK,2.03814,0,Serine/threonine kinase,"BrainSpLMD|55872;Eurexp|euxassay_018747|adrenal gland, cervical, cervico-thoracic, incisor, liver, mandible, marginal layer, maxilla, metanephros, molar, naris, neural retina, olfactory, pancreas, sublingual gland primordium, thoracic, thymus primordium, thyroid, ventral grey horn, ventricular layer, vertebral axis muscle system, vibrissa, vomeronasal organ",OMIM|611210,PBK,,,PBK
LRIG3,LRIG3,2.03294,0,Unclassified,BrainSpLMD|121227,OMIM|608870;COSMIC||NSCLC,LRIG3,,,LRIG3
FAM83D,FAM83D,2.03108,0,Unclassified,"BrainSpLMD|81610;Eurexp|euxassay_006378|olfactory, ventricular layer","",FAM83D,,,FAM83D
TROAP,TROAP,2.02685,0,Adhesion molecule,BrainSpLMD|10024,OMIM|603872,TROAP,,,TROAP
NUSAP1,NUSAP1,2.02147,0,Cell cycle control protein,BrainSpLMD|51203,OMIM|612818,NUSAP1,,,NUSAP1
DEPDC1,DEPDC1,2.01683,0,Unclassified,BrainSpLMD|55635,OMIM|612002,DEPDC1,,,DEPDC1
CKAP2L,CKAP2L,2.0162,0,Unclassified,"BrainSpLMD|150468;Eurexp|euxassay_002011|thymus primordium, ventricular layer","OMIM|616174;HPO|150468|2-4 toe syndactyly, Aphasia, Autosomal recessive inheritance, Bilateral single transverse palmar creases, Broad forehead, Cerebellar atrophy, Clinodactyly of the 5th finger, Cryptorchidism, Decreased body weight, Delayed skeletal maturation, Dysphasia, Dystonia, Echolalia, Finger syndactyly, Frontal bossing, Frontal hirsutism, Global developmental delay, Intellectual disability, Intrauterine growth retardation, Low hanging columella, Microcephaly, Microdontia, Mutism, Optic atrophy, Postnatal growth retardation, Prominent forehead, Prominent nasal bridge, Proptosis, Seizures, Severe short stature, Short philtrum, Single transverse palmar crease, Specific learning disability, Thin vermilion border, Underdeveloped nasal alae, Ventricular septal defect, Visual impairment, Wide nasal bridge, Wide nose",CKAP2L,,,CKAP2L
RRM2,RRM2,1.99962,0,Cell cycle control protein,"BrainSpLMD|6241;Eurexp|euxassay_004733|footplate, handplate, hindbrain, leg, liver, lung, mantle layer, mesenchyme, metanephros, olfactory, retina, spinal cord, tail, ventricular layer, vibrissa",OMIM|180390,RRM2,,,RRM2
C5orf34,C5orf34,1.99848,0,Unclassified,BrainSpLMD|375444,"",C5orf34,,,C5orf34
PHF19,PHF19,1.99299,0,Transcription regulatory protein,"BrainSpLMD|26147;Eurexp|euxassay_004365|cortex, ventricular layer;BrainSpMouseDev|49857",OMIM|609740,PHF19,,,PHF19
PRR11,PRR11,1.99169,0,Unclassified,BrainSpLMD|55771,OMIM|615920,PRR11,,,PRR11
ARHGAP11B,ARHGAP11B,1.99085,0,Unclassified,"","SFARI||Autism, No category;OMIM|616310",ARHGAP11B,,,ARHGAP11B
CENPF,CENPF,1.98165,0,Cell cycle control protein,BrainSpLMD|1063,OMIM|600236,CENPF,,,CENPF
CDCA2,CDCA2,1.97799,0,Unclassified,"BrainSpLMD|157313;Eurexp|euxassay_000111|cortex, marginal layer, metanephros, midbrain, thalamus, ventricular layer","",CDCA2,,,CDCA2
